,advGAN
489,53.767443572121316
490,64.95077011908712
491,108.28613805705928
492,47.703731469286026
493,46.88023147890404
494,128.9688370789626
495,60.51536881884841
496,104.20853117067719
497,82.12978011202758
498,118.57596622260769
499,79.09286719183342
500,129.32316292431918
501,73.19004518951843
502,109.60592140852837
503,86.853555131972
504,77.11468605063176
505,54.6880424080244
506,65.95857186996244
507,55.56216605636429
508,72.54347093833634
509,92.37451369966718
510,73.09044990412565
511,85.01747292836338
512,127.9288208463011
513,129.73043716925108
514,44.96544897543557
515,71.22934527921936
516,118.32841282316771
517,126.26771224762885
518,108.78722872107966
519,43.481646294190895
520,113.59163942330879
521,128.35739594487728
522,50.024173843752784
523,58.228243321540276
524,128.32425055791288
525,102.34426049491002
526,57.70643564494129
527,44.61432081821164
528,45.51764714011342
529,87.78066315663575
530,103.30580267916947
531,101.08661103077648
532,62.405228928802515
533,120.35472473328582
534,43.518599819771744
535,59.349425001821835
536,94.87786145223764
537,71.15349138262647
538,107.26404428004987
539,73.9424230979331
540,48.40074714525335
541,87.28159964573719
542,127.02619531763911
543,90.41159139941625
544,58.009510181386425
545,41.33241648323686
546,126.57875667198267
547,74.37859431966129
548,120.8161576334577
549,47.49853513366228
550,65.02099270379914
551,57.597323376666125
552,51.05170766457034
553,50.87111279682704
554,76.86825745329635
555,100.1460749511682
556,110.51298177420153
557,125.46149185108553
558,124.24013573771158
559,129.49533956382368
560,129.60963023633698
561,80.62674719521587
562,112.15072081662025
563,61.52982357729563
564,109.03436241616677
565,87.69708273547359
566,46.266416533249306
567,94.4765492562837
568,57.073143859437074
569,129.78547503958214
570,130.3616214372543
571,45.93307270332293
572,128.56278864819322
573,56.95350222783165
574,61.74422140535197
575,100.38582794959157
576,55.77040335720193
577,68.27978759875612
578,129.5617161095437
579,112.2392333714575
580,119.90182344578835
581,50.51432249712699
582,51.93663272064695
583,69.1865895942812
584,121.74764579987779
585,72.43158140186503
586,75.8875671738296
587,125.40095849165189
588,74.90535695128887
589,116.03801236017446
590,66.57026436522729
591,67.06171728923478
592,52.32364119338767
593,125.67368459625905
594,126.07797299067549
595,130.357231531281
596,64.88581466940597
597,120.91185936199558
598,85.88196501048692
599,124.47529326260894
600,49.38500442552754
601,78.01388660941237
602,108.21266767487297
603,124.68027078040454
604,109.41555498134166
605,50.75087312595592
606,45.47450028072051
607,46.815436114531174
608,129.7873335619659
609,50.572590541344624
610,63.09344624431586
611,66.04686575881175
612,127.00568623466235
613,51.24302544005379
614,86.02945648330285
615,61.86499287763638
616,49.16126603460289
617,49.123976213886635
618,121.6958017520017
619,71.52416754474497
620,57.710824865363215
621,128.39524091891022
622,75.98592206167206
623,102.70387023348974
624,53.20136515077644
625,54.63439162328867
626,119.39066487533688
627,51.61331539604751
628,108.83527996041771
629,95.20224155383633
630,129.65492060658553
631,119.86527267624264
632,47.15273450282338
633,81.91909893017166
634,120.06775024309192
635,48.82215963560374
636,119.98421527043672
637,47.560241404980275
638,47.02320581123351
639,100.24940578065787
640,56.750716284714194
641,99.10996496947217
642,69.32727102527907
643,85.47869000699824
644,128.7147858396618
645,54.84161320623692
646,103.40795461725853
647,76.79822449221238
648,102.19755302232045
649,64.83415968236767
650,129.0548650889419
651,125.81633439263759
652,111.18355635220975
653,127.47568702011377
654,60.81828482891679
655,60.602510728852025
656,54.811003400321
657,111.67947299078735
658,53.42908833649279
659,128.62014082172357
660,68.21465931963415
661,129.56611035731913
662,103.65899152238315
663,59.471040746736556
664,124.29436770726983
665,79.94497008685099
666,119.93456875000635
667,127.32790929083458
668,70.54919189163331
669,109.07114489376876
670,52.312707679545944
671,81.76215087928063
672,53.953496052879885
673,59.879847957440994
674,48.936332601018435
675,98.02591035824406
676,125.65417882525834
677,40.80350207090073
678,59.95051466821928
679,59.881588885900484
680,57.80167550691113
681,94.5441675058541
682,122.35783364020875
683,65.39765680530917
684,78.34475343394094
685,74.94457587527599
686,53.89220605103186
687,69.00275271909447
688,50.75721787111292
689,71.72774317253402
690,95.148711729324
691,98.08009024038722
692,66.02575550968727
693,84.52852352349768
694,69.13332765162906
695,85.5141732587353
696,106.51974032133668
697,94.91526854581933
698,49.38316783707785
699,93.10226756939113
700,80.59956902703482
701,57.60557774982059
702,125.8404635466073
703,61.32948844025808
704,78.12755620818112
705,64.76280716125768
706,51.46546741201813
707,75.65864760244693
708,109.95767118816677
709,48.862677774523114
710,84.15864912566177
711,81.75326111614753
712,51.665841044730655
713,88.44592495205757
714,65.68302494271256
715,67.28293367610021
716,61.42416643843244
717,48.49882458707762
718,83.21228089294422
719,112.86483377529512
720,38.39532747451179
721,101.27653491030141
722,43.13440794119585
723,65.610522956735
724,54.51755513923359
725,115.05737359574135
726,127.1960070865041
727,48.11375934065665
728,89.0208866599224
729,53.2794766933643
730,89.77847628851528
731,83.77109692302889
732,73.85740986649546
733,80.65226041082171
734,121.84262390477316
735,76.26667978424457
736,125.16709144679363
737,74.18214886977526
738,50.60779752095397
739,65.18425657079706
740,81.18947565436822
741,111.54578393674277
742,86.6338322968429
743,116.37466853470518
744,50.669750186717664
745,83.83799889425886
746,120.93158092750214
747,123.62520538405589
748,51.039167136927794
749,63.26253002432107
750,73.65702561110515
751,111.05724171570263
752,44.89904990773399
753,60.46173449290572
754,47.95393449952126
755,89.51412358009489
756,99.99807615336907
757,83.23977625848414
758,124.98840961890227
759,51.33661221687939
760,42.31115125481476
761,111.97603241737716
762,97.48377769691992
763,61.63897930312644
764,76.53485789270304
765,106.64907590141135
766,57.72859198032852
767,124.19498593441685
768,92.79177483248448
769,104.33545283723073
770,48.20064570204169
771,125.93209123000578
772,43.58224114434757
773,62.37362222927253
774,58.21505750166253
775,129.77328488078737
776,113.9604509248713
777,114.7546763412607
778,124.44738785426554
779,49.67861555790378
780,124.99579680433258
781,127.64986596643962
782,98.98457601597585
783,67.04189527941651
784,122.49399698301546
785,51.07251565635621
786,113.42801268866523
787,131.3640873203175
788,95.96030877073603
789,87.53505994028907
790,108.40413301478638
791,127.45883220181331
792,69.8929496735007
793,125.29890824045515
794,50.89394226600058
795,61.35530448683207
796,59.21078442469328
797,56.072338793155176
798,64.12475633481971
799,61.31946196776049
800,53.60128181405157
801,68.5031434611763
802,81.769218402312
803,105.5137635423692
804,50.74505921916192
805,124.44812156451981
806,119.97706486554003
807,126.38072594594874
808,74.79030254965379
809,126.82514414539413
810,53.62690756368252
811,120.55640050667157
812,107.75698751995158
813,81.20146687502788
814,124.5554046524076
815,52.857289624102464
816,52.106983172243815
817,99.4043883431461
818,81.33078315780871
819,100.98407884259528
820,129.35294950976186
821,68.09355639027088
822,55.364530172050365
823,74.89326389310656
824,116.86220685330652
825,45.01912706570189
826,125.62203432444684
827,128.8277071324333
828,114.77278419637427
829,67.86193114861048
830,55.63952584213403
831,66.03907312862212
832,107.35867345317284
833,83.30953436207047
834,52.719766495090575
835,122.19888054417683
836,117.39484989236112
837,111.26816038573209
838,64.3628325879929
839,59.92065065567963
840,102.04318460062632
841,127.04942597518888
842,56.41577352082594
843,104.21357277245609
844,129.60109320285457
845,118.15553507453639
846,58.064835713918754
847,63.64856360074043
848,125.2897423225461
849,50.844883208023006
850,62.10510008873064
851,62.87357494036147
852,123.5298428328657
853,48.73288962548804
854,52.340797491357065
855,74.93226759255654
856,127.37318678174579
857,127.19594182672456
858,95.83603143846786
859,93.7730180075804
860,110.35369715855695
861,72.44597596549963
862,60.873921159588114
863,127.26815624401101
864,107.67659005965503
865,73.68839455563881
866,121.03756357790337
867,96.98776702824433
868,124.08339323439901
869,128.77740909705398
870,105.47310639151101
871,84.40197196211561
872,63.17007981928628
873,94.69709109840703
874,129.8795866610685
875,43.80018745277739
876,60.92260434931459
877,88.51102840006719
878,111.82023799384439
879,124.58431664188313
880,78.65966420877666
881,119.74135537691228
882,39.252139670978444
883,129.06913572529646
884,59.684575353739845
885,116.34155920580358
886,110.57947951162774
887,103.2357265406458
888,95.04482392370191
889,53.25785547618187
890,119.46610561420758
891,93.66410648562234
892,62.68253228384783
893,53.97152750525039
894,100.51936905237467
895,129.15567157504157
896,50.481852981727506
897,119.092679902041
898,91.52306638048957
899,89.67346362288568
900,53.1320560571429
901,39.580081931979215
902,74.11819833359922
903,123.72642215413205
904,65.31488856278291
905,99.52976352893138
906,71.5048553312116
907,125.59566277468542
908,129.00075702297255
909,62.39122565763955
910,83.98791416961431
911,106.76429299073965
912,110.12091188495944
913,99.89427516598487
914,56.50231172676698
915,50.19363141640207
916,111.78688044947404
917,84.25949849089716
918,68.05046452932008
919,90.68678928046796
920,108.96576117925758
921,105.17683212392832
922,59.79405369618182
923,116.5525967642935
924,129.4610372129391
925,75.88414406391166
926,124.96276789258071
927,65.60670503914787
928,129.33961623619038
929,77.63758578525288
930,128.40114296853045
931,76.40982545315262
932,38.778517732115546
933,126.2997968006085
934,108.14242995351084
935,74.23134761507433
936,95.37877818532276
937,105.80448876938067
938,94.5340082242232
939,54.523539927722965
940,71.018562576757
941,46.67273549173275
942,48.93727300793461
943,125.37988369102517
944,58.74962807395571
945,115.98938360632407
946,126.3795591413026
947,56.92853764534533
948,56.16059735537453
949,63.38730695962521
950,100.34784229431642
951,69.49408065507271
952,73.18501810480066
953,55.023119696831756
954,54.442186401321635
955,118.67519025158543
956,129.8317571176251
957,126.16031777563815
958,122.97784670927524
959,122.93560147237659
960,63.13514383224885
961,53.349921380711756
962,116.42706189794322
963,73.94556961458206
964,48.19281190323537
965,124.20337955219858
966,98.23926965100311
967,86.76502143901367
968,80.51853738910842
969,129.1201445118073
970,130.58402467377087
971,115.5425381623582
972,79.71111782359786
973,128.14836677168384
974,86.05365161938946
975,103.47784805968135
976,50.562265817597364
977,119.32476855466764
978,50.70963219029497
979,85.36182182334208
980,130.70047161831513
981,112.03074877851616
982,101.48225195046423
983,119.44185382566909
984,57.10250685444992
985,120.02146211068877
986,62.404274349047995
987,76.83084987287008
988,129.78257057478865
989,47.707083544401456
990,113.73757658806082
991,65.53285197135861
992,66.86955293236976
993,96.04738210578672
994,60.068476956121714
995,63.94231103600338
996,78.52008849253164
997,85.08595148803943
998,74.3219151415819
999,56.015465916789445
1000,113.50218971593675
1001,101.42077611675529
1002,46.54256599306435
1003,46.79619156429158
1004,48.71413193715583
1005,127.38038200111507
1006,55.3151636893933
1007,129.89233823151386
1008,93.75361451365488
1009,128.3884638752641
1010,107.84359153132374
1011,120.71419953240795
1012,119.16522389496652
1013,129.580776870549
1014,117.6495640530597
1015,60.65918414464334
1016,65.73189211201058
1017,127.2474827845329
1018,120.47974171645
1019,66.60858879726023
1020,59.93851626810489
1021,61.67516855279461
1022,124.33821692263405
1023,60.676252900254354
1024,41.938575514804235
1025,58.52693690729082
1026,104.26065967684072
1027,126.68140248029701
1028,128.3479310555881
1029,115.6070763134766
1030,83.71228453477572
1031,72.4581371595006
1032,95.22853883881135
1033,58.149306073890514
1034,129.33155218516865
1035,57.66144963003879
1036,112.46010143185227
1037,75.20002298557661
1038,57.30304030096811
1039,128.16221258379943
1040,41.47580537663645
1041,55.514523367200944
1042,94.39858459446042
1043,51.49703230223563
1044,60.19808407392942
1045,61.65391372917862
1046,129.87014247412682
1047,51.803845684798105
1048,95.6613186749221
1049,97.64209897471224
1050,118.63596086742628
1051,114.55207007214013
1052,128.432405616729
1053,43.9766353647913
1054,107.89036137730284
1055,116.87740639233915
1056,70.72243003018914
1057,89.29520859118786
1058,55.18201859103425
1059,82.3881966146016
1060,69.12669527758433
1061,60.70173140292211
1062,49.40279824675294
1063,126.10571117370141
1064,130.85909048476532
1065,124.05737552388814
1066,123.46294832610714
1067,121.2766884287743
1068,51.79693391776438
1069,42.982678140353094
1070,59.5009191105482
1071,59.21554245930708
1072,65.1314363722024
1073,51.076162875283615
1074,53.94307392621758
1075,95.26539307213034
1076,96.60072059125646
1077,50.0189905342211
1078,86.52887151389847
1079,78.46123271439534
1080,64.70609636077577
1081,114.2370838568851
1082,50.89507675493402
1083,110.60505646499621
1084,60.99499291053529
1085,128.06992718823574
1086,128.03451835589104
1087,90.19002562731785
1088,46.928963729436326
1089,83.73345802119664
1090,106.22310780998879
1091,55.23981364666928
1092,78.20496220369428
1093,71.21597666276332
1094,127.42708929398607
1095,119.87816894925031
1096,125.60983272867216
1097,52.809994393225416
1098,86.21397855137094
1099,127.6604229734102
1100,87.86297203867366
1101,60.378392600074655
1102,64.57628951843509
1103,66.50733482810374
1104,61.91957438004762
1105,82.10500553312052
1106,124.01360024962987
1107,102.30733607921282
1108,130.41356991797286
1109,78.77409415636748
1110,109.8839808971831
1111,58.77970077038714
1112,124.57832391336183
1113,70.99974554311797
1114,128.82772987356023
1115,120.70377123613413
1116,122.75614562645123
1117,99.20583577372099
1118,126.49780754028902
1119,85.27035932660011
1120,98.18567988446686
1121,46.986819752657766
1122,89.49938623654774
1123,81.32070241104044
1124,85.25796963755793
1125,67.54470091053591
1126,89.55800756353392
1127,109.43420718918286
1128,51.56920410962341
1129,54.33845530201769
1130,94.0935112916268
1131,62.943112802106874
1132,126.08157081826035
1133,109.16444018085743
1134,53.1944169635663
1135,120.30626607226242
1136,60.22166694738593
1137,89.1661540459369
1138,72.01964724881503
1139,90.43626359728435
1140,115.51536187072696
1141,122.45459936747986
1142,118.81289452854013
1143,103.8362875365592
1144,128.06381160870544
1145,67.30571359127879
1146,103.6697684883954
1147,42.08433566772499
1148,61.27330551512624
1149,126.07958408655027
1150,103.67287231057603
1151,64.80717718620176
1152,91.54007831272595
1153,46.18601729267609
1154,74.6181064916971
1155,101.20495718775341
1156,71.04027865518441
1157,50.494454560934216
1158,57.79092080373655
1159,78.81427808263868
1160,88.00215839860122
1161,128.62269950566656
1162,95.06897680927517
1163,64.70027802538796
1164,51.571258725791246
1165,118.23016978282236
1166,83.20962856037906
1167,113.04190663753863
1168,69.33059882615864
1169,105.15871561002444
1170,127.48892415127676
1171,122.54095297593372
1172,74.12096189464556
1173,106.48782665902473
1174,118.83865111991132
1175,108.04988358971055
1176,63.56374829772274
1177,85.73998039585297
1178,66.16231298976972
1179,98.60607094171485
1180,107.68688787550924
1181,67.29528055633806
1182,127.83464814214102
1183,110.61628673312534
1184,79.30085119341406
1185,49.14564262936364
1186,124.22994053367329
1187,46.91253965575862
1188,129.84284370923183
1189,128.89116199579007
1190,70.06074373356309
1191,128.75232097422554
1192,128.25903811963897
1193,114.96825309079894
1194,72.55634260050944
1195,50.614989847530595
1196,124.67379310624987
1197,125.43658912225332
1198,50.46967394665087
1199,52.85217860413253
1200,125.75680274840006
1201,62.206353140927256
1202,109.92134083914279
1203,80.64346929928672
1204,72.52208378638021
1205,126.97887911848765
1206,88.0117651270627
1207,122.52556732550762
1208,65.42650412032
1209,62.56025220737205
1210,105.29316402608956
1211,57.61997503850119
1212,48.09080816619871
1213,42.82881475183355
1214,88.96753160388064
1215,108.28994373469081
1216,103.01245752941729
1217,128.4119043839005
1218,117.1474556581896
1219,64.05700814874787
1220,56.23087348434577
1221,56.59590691637956
1222,55.81364168065232
1223,127.94548017979182
1224,103.10343524526716
1225,81.56968359169969
1226,73.59366374729552
1227,112.29638692150785
1228,84.13194738214789
1229,129.87163885207963
1230,64.35884961244646
1231,129.01488225685438
1232,122.52750010201791
1233,87.99983354032551
1234,43.22098410259622
1235,45.0576020223003
1236,112.33227949091481
1237,126.30176073841963
1238,42.9787346353912
1239,115.48995069241955
1240,94.41300455809835
1241,129.17753650499765
1242,117.86962308786349
1243,129.14438988008732
1244,128.97609092870664
1245,129.12116554083997
1246,114.44398107671499
1247,128.7204456370471
1248,111.95088644831044
1249,60.76954418127554
1250,54.449997668445775
1251,71.38579096951823
1252,62.58723404364803
1253,49.39517981607619
1254,126.74063081742966
1255,99.96435888292886
1256,60.71984164934783
1257,56.01214903789847
1258,41.0142693228337
1259,83.96637161685624
1260,52.793321221770086
1261,56.710588255743744
1262,127.29316096367864
1263,85.53635637387619
1264,51.72943856696229
1265,109.08188849867562
1266,57.29989808291547
1267,94.55493504935372
1268,48.928901004576275
1269,83.0785937192909
1270,60.27008304421233
1271,57.66620848956952
1272,118.43621371333178
1273,78.55642130421293
1274,53.73800283987813
1275,94.65927281406455
1276,44.08567929771101
1277,53.06646361447948
1278,107.58769134117992
1279,83.0042444086069
1280,66.27645403440803
1281,104.3814228936955
1282,42.88140412038693
1283,117.33287649354719
1284,123.50953594257409
1285,126.72071900443116
1286,74.9389921140023
1287,129.4769827517617
1288,103.13585170177245
1289,65.72854554315613
1290,58.22137507501004
1291,47.860022849026876
1292,56.23295748769133
1293,127.55408626098577
1294,124.98685868422328
1295,121.1296519359525
1296,77.33812795223486
1297,127.71840974385799
1298,125.81775479587529
1299,54.88670415472904
1300,90.12712917907959
1301,61.842812413938816
1302,92.88329581052236
1303,128.45465213938343
1304,120.84728547323684
1305,111.96489056284564
1306,96.48595772993343
1307,73.23030278575769
1308,77.5374814857708
1309,129.0486297026241
1310,58.50134588796334
1311,120.3644003316076
1312,73.21450518532001
1313,71.52233452522016
1314,45.03029308056828
1315,62.65019648126113
1316,74.02470026957218
1317,90.86529027391317
1318,59.122991096289056
1319,121.87499198717923
1320,65.49206028930148
1321,90.22832636653663
1322,128.54036331051816
1323,75.78714861064012
1324,61.841103009926776
1325,80.30178065623763
1326,78.51599035984644
1327,100.54495554694677
1328,119.30097508507632
1329,76.77879523955491
1330,79.11951995241124
1331,71.89259635147593
1332,57.702763250287674
1333,91.4620289211594
1334,91.13150482613024
1335,92.04787625707341
1336,56.24917751134789
1337,56.18949219563321
1338,128.49243806786842
1339,97.75077425364722
1340,47.5132896704964
1341,97.13873374586473
1342,56.9102183199006
1343,84.10733585908247
1344,51.328881272967315
1345,75.83526103605269
1346,114.38860062578351
1347,90.56086631549248
1348,125.78085403664383
1349,129.85063534692466
1350,46.88670166442453
1351,55.91833645203065
1352,63.198037496107226
1353,62.95341585934297
1354,65.79563010874088
1355,42.07512376736476
1356,124.0586350153628
1357,64.78197358496034
1358,62.562211225607264
1359,71.14605905283862
1360,53.90542571833563
1361,117.89341551535014
1362,56.155484830624516
