,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate
0,10465.0,1361.0,0.0,0.0,0.884914594960257,0.0,0.0,11826.0,0.0,10465.0,1361.0,,0.11508540503974293,0.884914594960257,
0,10462.0,1364.0,0.0,0.0,0.884660916624387,0.0,0.0,11826.0,0.0,10462.0,1364.0,,0.11533908337561305,0.884660916624387,
