,Attack,Total,orig_image_detected,pertubed_image_detected,False Positive,Detection Rate
0,fgsm,11826,740,665,0.06257398951462878,0.056232031117875864
1,opt,11826,740,4509,0.06257398951462878,0.3812785388127854
2,optU,11826,740,23,0.06257398951462878,0.0019448672416708945
3,advGAN,11826,740,48,0.06257398951462878,0.004058853373921867
4,advGANU,11826,740,78,0.06257398951462878,0.006595636732623034
